HCODE,DOCTYP,TAKER,DST,TRIA,DIRORG,DECAL,DSUNT,NOTES,SEDAT,EXTP,DEPN,COMIT,DSIZE,PORCS,DAREA
0830741A,說明書,,新北市,-,行政院體育委員會,高爾夫球場之開發,公頃,,,有條件通過環境影響評估,北濱育樂事業股份有限公司,-,80.4766,辦理結案,80.4766
0830734A,說明書,,新北市,-,行政院體育委員會,高爾夫球場之開發,公頃,,,有條件通過環境影響評估,北濱育樂事業股份有限公司,-,80.4766,辦理結案,80.4766
0830732A,說明書,,屏東縣,-,,蓄水工程之開發,立方公尺,,,應繼續進行第二階段環境影響評估,經濟部水資源統一規劃委員會,-,386000000,辦理結案,
0830722A,說明書,陳昭旭,新竹市,-,教育部,文教建設之開發,公頃,,,應繼續進行第二階段環境影響評估,國立新竹師範學院,-,64.8601,辦理結案,64.8601
0830711A,說明書,陳昭旭,新竹市,-,教育部,文教建設之開發,公頃,,,應繼續進行第二階段環境影響評估,國立新竹師範學院,-,64.8601,辦理結案,64.8601
0830701A,說明書,,宜蘭縣,-,,核能及其他能源之開發,公頃,,,應繼續進行第二階段環境影響評估,台灣電力股份有限公司,-,88,辦理結案,88
0830698A,說明書,,宜蘭縣,-,,核能及其他能源之開發,公頃,,,應繼續進行第二階段環境影響評估,台灣電力股份有限公司,-,88,辦理結案,88
0830694A,說明書,,宜蘭縣,-,,核能及其他能源之開發,公頃,,,應繼續進行第二階段環境影響評估,台灣電力股份有限公司,-,88,辦理結案,88
0830691A,說明書,,宜蘭縣,-,,核能及其他能源之開發,公頃,,,應繼續進行第二階段環境影響評估,台灣電力股份有限公司,-,88,辦理結案,88
0830681A,說明書,,宜蘭縣,-,,核能及其他能源之開發,公頃,,,應繼續進行第二階段環境影響評估,台灣電力股份有限公司,-,88,辦理結案,88
0830671A,說明書,,臺東縣,-,,文教建設之開發,公頃,,,有條件通過環境影響評估,國立台灣史前文化博物館籌備處,-,18.16,辦理結案,18.16
0830661A,說明書,,臺東縣,-,,文教建設之開發,公頃,,,有條件通過環境影響評估,國立台灣史前文化博物館籌備處,-,18.16,辦理結案,18.16
0830651A,說明書,,臺東縣,-,,文教建設之開發,公頃,,,有條件通過環境影響評估,國立台灣史前文化博物館籌備處,-,18.16,辦理結案,18.16
0830641A,變更內容對照表,黃俊哲,高雄市,-,教育部,,,,,審核修正通過,國立高雄大學,-,0,辦理結案,0
0830631A,變更內容對照表,黃俊哲,高雄市,-,教育部,,,,,審核修正通過,國立高雄大學,-,0,辦理結案,0
0830621A,說明書,張同婉,新竹縣,-,內政部營建署,其他開發行為,公頃,,0850416,應繼續進行第二階段環境影響評估,邱乾順,-,13.2745,辦理結案,13.2745
0830611A,說明書,張同婉,新竹縣,-,內政部營建署,其他開發行為,公頃,,0850416,應繼續進行第二階段環境影響評估,邱乾順,-,13.2745,辦理結案,13.2745
0830601A,說明書,,雲林縣,-,,蓄水工程之開發,公頃,,,應繼續進行第二階段環境影響評估,台灣省政府,-,658,辦理結案,658
0830591A,說明書,,雲林縣,-,,蓄水工程之開發,公頃,,,應繼續進行第二階段環境影響評估,台灣省政府,-,658,辦理結案,658
0830584A,說明書,,高雄市,-,經濟部能源局,核能及其他能源之開發,,,,應繼續進行第二階段環境影響評估,台灣電力公司,-,0,辦理結案,35
0830581A,評估報告書,張穗蘋,南投縣,-,經濟部,核能及其他能源之開發,瓩,,,有條件通過環境影響評估,台灣電力公司,-,1600000000,辦理結案,0
0830571A,評估報告書,張穗蘋,南投縣,-,經濟部,核能及其他能源之開發,瓩,,,有條件通過環境影響評估,台灣電力公司,-,1600000000,辦理結案,0
0830561A,說明書,盧柏州,臺東縣,-,行政院體育委員會,高爾夫球場之開發,公頃,,,有條件通過環境影響評估,台東縣政府,-,86.4643,辦理結案,86.4643
0830551A,說明書,盧柏州,臺東縣,-,行政院體育委員會,高爾夫球場之開發,公頃,,,有條件通過環境影響評估,台東縣政府,-,86.4643,辦理結案,86.4643
0830531A,說明書,盧柏州,臺東縣,-,行政院體育委員會,高爾夫球場之開發,公頃,,,有條件通過環境影響評估,台東縣政府,-,86.4643,辦理結案,86.4643
0830521A,說明書,盧柏州,臺東縣,-,行政院體育委員會,高爾夫球場之開發,公頃,,,有條件通過環境影響評估,台東縣政府,-,86.4643,辦理結案,86.4643
0830511A,說明書,盧柏州,臺東縣,-,行政院體育委員會,高爾夫球場之開發,公頃,,,有條件通過環境影響評估,台東縣政府,-,86.4643,辦理結案,86.4643
0830494A,說明書,,桃園縣,-,,新市區建設,公頃,,,應繼續進行第二階段環境影響評估,陳逸民,-,16.67,辦理結案,16.67
0830492A,說明書,,桃園縣,-,,新市區建設,公頃,,,應繼續進行第二階段環境影響評估,陳逸民,-,16.67,辦理結案,16.67
0830481A,說明書,,桃園縣,-,,新市區建設,公頃,,,應繼續進行第二階段環境影響評估,陳逸民,-,16.67,辦理結案,16.67
0830474A,說明書,邱景昆,桃園縣,-,內政部營建署,新市區建設,公頃,,,應繼續進行第二階段環境影響評估,陳慧瑛,-,15.5624,辦理結案,15.5624
0830472A,說明書,邱景昆,桃園縣,-,內政部營建署,新市區建設,公頃,,,應繼續進行第二階段環境影響評估,陳慧瑛,-,15.5624,辦理結案,15.5624
0830462A,評估報告書,陳淨修,澎湖縣,-,經濟部,核能及其他能源之開發,瓩,,,有條件通過環境影響評估,台灣電力公司,-,20000,辦理結案,10
0830451A,評估報告書,陳淨修,澎湖縣,-,經濟部,核能及其他能源之開發,瓩,,,有條件通過環境影響評估,台灣電力公司,-,20000,辦理結案,10
0830421A,評估報告書,,高雄市,-,經濟部,核能及其他能源之開發,瓩,,,有條件通過環境影響評估,台灣電力公司,-,1100000,辦理結案,0
0830411A,評估報告書,,高雄市,-,經濟部,核能及其他能源之開發,瓩,,,有條件通過環境影響評估,台灣電力公司,-,1100000,辦理結案,0
0830401A,說明書,邱景昆,南投縣,0920121,,新市區建設,,開發單位撤回（請注銷）,,退件/撤銷,,-,,辦理結案,
0830381A,說明書,,臺北市,-,,防洪排水工程之開發,,,,有條件通過環境影響評估,台北市工務局養護工程處,-,,辦理結案,
0830372A,說明書,,臺北市,-,,防洪排水工程之開發,,,,有條件通過環境影響評估,台北市工務局養護工程處,-,,辦理結案,
0830352A,說明書,黃雅絢,新北市,-,經濟部,放射性廢棄物貯存或處理設施興建,公頃,,,有條件通過環境影響評估,台灣電力公司,-,1.08,辦理結案,1.08
0830342A,說明書,黃雅絢,新北市,-,經濟部,放射性廢棄物貯存或處理設施興建,公頃,,,有條件通過環境影響評估,台灣電力公司,-,1.08,辦理結案,1.08
0830332A,說明書,黃雅絢,新北市,-,經濟部,放射性廢棄物貯存或處理設施興建,公頃,,,有條件通過環境影響評估,台灣電力公司,-,1.08,辦理結案,1.08
0830311A,說明書,黃雅絢,新北市,-,經濟部,放射性廢棄物貯存或處理設施興建,公頃,,,有條件通過環境影響評估,台灣電力公司,-,1.08,辦理結案,1.08
0830302A,說明書,黃雅絢,新北市,-,經濟部,放射性廢棄物貯存或處理設施興建,公頃,,,有條件通過環境影響評估,台灣電力公司,-,1.08,辦理結案,1.08
0830284A,說明書,盧柏州,臺中市,-,交通部,大眾捷運系統之開發,公里,,,有條件通過環境影響評估,台灣省政府住宅及都市發展局,-,150.4,辦理結案,0
0830281A,說明書,盧柏州,臺中市,-,交通部,大眾捷運系統之開發,公里,,,有條件通過環境影響評估,台灣省政府住宅及都市發展局,-,150.4,辦理結案,0
0830271A,說明書,盧柏州,臺中市,-,交通部,大眾捷運系統之開發,公里,,,有條件通過環境影響評估,台灣省政府住宅及都市發展局,-,150.4,辦理結案,0
0830261A,評估報告書,孫維謙,臺北市,-,交通部,大眾捷運系統之開發,公里,,,有條件通過環境影響評估,台北市政府捷運工程局,-,14,辦理結案,0
0830251A,評估報告書,孫維謙,臺北市,-,交通部,大眾捷運系統之開發,公里,,,有條件通過環境影響評估,台北市政府捷運工程局,-,14,辦理結案,0
0830242A,評估報告書,,臺北市,-,,大眾捷運系統之開發,公里,,,有條件通過環境影響評估,台北市政府捷運工程局,-,13.1,辦理結案,
0830211A,評估報告書,,臺北市,-,,大眾捷運系統之開發,公里,,,有條件通過環境影響評估,台北市政府捷運工程局,-,13.1,辦理結案,
0830202A,說明書,,桃園縣,-,,環境保護工程之興建,公頃,,,有條件通過環境影響評估,順倉股份有限公司,-,0.3967,辦理結案,0.3967
0830191A,說明書,,桃園縣,-,,環境保護工程之興建,公頃,,,有條件通過環境影響評估,順倉股份有限公司,-,0.3967,辦理結案,0.3967
0830182A,說明書,莊惠如,基隆市,-,基隆市政府都市發展處,其他開發行為,公頃,,0831201,有條件通過環境影響評估,李松茂,-,7.9932,辦理結案,7.9932
0830171A,說明書,張同婉,澎湖縣,-,經濟部,核能及其他能源之開發,瓩,,,有條件通過環境影響評估,台灣電力公司,-,62000,辦理結案,14.3
0830152A,說明書,張同婉,澎湖縣,-,經濟部,核能及其他能源之開發,瓩,,,有條件通過環境影響評估,台灣電力公司,-,62000,辦理結案,14.3
0830142A,評估報告書,張秀靜,南投縣,-,南投縣政府民政處,文教建設之開發,公頃,,,有條件通過環境影響評估,中台禪寺籌建委員會,-,5.276,辦理結案,5.276
0830131A,評估報告書,張秀靜,南投縣,-,南投縣政府民政處,文教建設之開發,公頃,,,有條件通過環境影響評估,中台禪寺籌建委員會,-,5.276,辦理結案,5.276
0830121A,評估報告書,張秀靜,南投縣,-,南投縣政府民政處,文教建設之開發,公頃,,,有條件通過環境影響評估,中台禪寺籌建委員會,-,5.276,辦理結案,5.276
0830102A,評估報告書,張秀靜,南投縣,-,南投縣政府民政處,文教建設之開發,公頃,,,有條件通過環境影響評估,中台禪寺籌建委員會,-,5.276,辦理結案,5.276
0830091A,評估報告書,張秀靜,南投縣,-,南投縣政府民政處,文教建設之開發,公頃,,,有條件通過環境影響評估,中台禪寺籌建委員會,-,5.276,辦理結案,5.276
0830071A,說明書,涂智銘,彰化縣,0830912,彰化縣政府,其他開發行為,平方公尺,,,有條件通過環境影響評估,新欣環保工程股份有限公司,-,35626.67,辦理結案,0
0830052A,說明書,涂智銘,彰化縣,0830912,彰化縣政府,其他開發行為,平方公尺,,,有條件通過環境影響評估,新欣環保工程股份有限公司,-,35626.67,辦理結案,0
0830041R,說明書,涂智銘,彰化縣,0830912,彰化縣政府,其他開發行為,平方公尺,,,有條件通過環境影響評估,新欣環保工程股份有限公司,-,35626.67,辦理結案,0
0830032I,說明書,莊惠如,基隆市,-,基隆市政府產業發展處,遊樂區之開發,公頃,,0830922,有條件通過環境影響評估,順欣興業股份有限公司,-,1.159,辦理結案,1.159
0830031A,說明書,莊惠如,基隆市,-,基隆市政府產業發展處,遊樂區之開發,公頃,,0830922,有條件通過環境影響評估,順欣興業股份有限公司,-,1.159,辦理結案,1.159
0830031R,評估報告書,張秀慧,新北市,-,,文教建設之開發,公頃,,,有條件通過環境影響評估,台北縣立竹圍子國民中學,-,0,,0
0830022I,評估報告書,張秀慧,新北市,-,,文教建設之開發,公頃,,,有條件通過環境影響評估,台北縣立竹圍子國民中學,-,0,,0
0830021A,說明書,,苗栗縣,-,,其他開發行為,公頃,,,審查中,曾吳玉珠,-,17.5703,完成審查,17.5703
0830021H,說明書,,苗栗縣,-,,其他開發行為,公頃,,,審查中,曾吳玉珠,-,17.5703,完成審查,17.5703
0830021R,說明書,,高雄市,-,,環境保護工程之興建,,,,有條件通過環境影響評估,上祈企業有限公司,-,0,辦理結案,0
0830021S,評估報告書,柳文成,苗栗縣,-,教育部,文教建設之開發,公頃,,,有條件通過環境影響評估,私立聯亞技術學院,-,18.4973,辦理結案,18.4973
0830012B,評估報告書,柳文成,苗栗縣,-,教育部,文教建設之開發,公頃,,,有條件通過環境影響評估,私立聯亞技術學院,-,18.4973,辦理結案,18.4973
0830012H,說明書,,臺中市,-,,工廠之設立,平方公尺,,,有條件通過環境影響評估,為東宇興業股份有限公司,-,7760,辦理結案,0
0830011A,說明書,,臺中市,-,,工廠之設立,平方公尺,,,有條件通過環境影響評估,為東宇興業股份有限公司,-,7760,辦理結案,0
0830011R,說明書,,臺中市,-,,工廠之設立,平方公尺,,,有條件通過環境影響評估,為東宇興業股份有限公司,-,7760,辦理結案,0
0830011S,說明書,,臺中市,-,,工廠之設立,平方公尺,,,有條件通過環境影響評估,為東宇興業股份有限公司,-,7760,辦理結案,0
0820691A,說明書,,臺中市,-,,工廠之設立,平方公尺,,,有條件通過環境影響評估,為東宇興業股份有限公司,-,7760,辦理結案,0
0820681A,差異分析報告,,臺灣本島,-,,,,,,審核修正通過,行政院環保署,-,0,辦理結案,0
0820671A,差異分析報告,,臺灣本島,-,,,,,,審核修正通過,行政院環保署,-,0,辦理結案,0
0820661A,差異分析報告,,臺灣本島,-,,,,,,審核修正通過,行政院環保署,-,0,辦理結案,0
0820652A,差異分析報告,邱景昆,高雄市,-,經濟部工業局,,,,,審核修正通過,上祈企業有限公司,-,0,辦理結案,0
0820642A,差異分析報告,邱景昆,高雄市,-,經濟部工業局,,,,,審核修正通過,上祈企業有限公司,-,0,辦理結案,0
0820631A,評估報告書,謝志男,屏東縣,-,行政院環境保護署,環境保護工程之興建,公噸,,,有條件通過環境影響評估,新竹市政府,-,900,辦理結案,7
0820621A,評估報告書,謝志男,屏東縣,-,行政院環境保護署,環境保護工程之興建,公噸,,,有條件通過環境影響評估,新竹市政府,-,900,辦理結案,7
0820613A,說明書,謝志男,高雄市,-,經濟部,環境保護工程之興建,公頃,,,有條件通過環境影響評估,台灣電力股份有限公司,-,32,辦理結案,32
0820603A,說明書,謝志男,高雄市,-,經濟部,環境保護工程之興建,公頃,,,有條件通過環境影響評估,台灣電力股份有限公司,-,32,辦理結案,32
0820593A,說明書,陳文芳,花蓮縣,-,經濟部,港灣之開發,公頃,,,應繼續進行第二階段環境影響評估,經濟部工業局,-,145,辦理結案,145
0820583A,說明書,,苗栗縣,-,,新市區建設,公頃,,,有條件通過環境影響評估,羅金樹,-,16.2189,辦理結案,16.2189
0820552A,說明書,,苗栗縣,-,,新市區建設,公頃,,,有條件通過環境影響評估,羅金樹,-,16.2189,辦理結案,16.2189
0820541A,說明書,,新竹縣,-,,蓄水工程之開發,,,,應繼續進行第二階段環境影響評估,台灣省水利局,-,,辦理結案,
0820531A,說明書,,新竹縣,-,,蓄水工程之開發,,,,應繼續進行第二階段環境影響評估,台灣省水利局,-,,辦理結案,
0820521A,說明書,,新竹縣,-,,蓄水工程之開發,,,,應繼續進行第二階段環境影響評估,台灣省水利局,-,,辦理結案,
0820512A,說明書,,新竹縣,-,,蓄水工程之開發,,,,應繼續進行第二階段環境影響評估,台灣省水利局,-,,辦理結案,
